image_id,PredictionString
CCTV01^20260318-110000-20260318-120000_000134,2 0.868815 0.33 0.82 0.05 0.12 2 0.848470 0.32 0.52 0.04 0.07 10 0.842936 0.82 0.60 0.15 0.28 3 0.837240 0.52 0.88 0.07 0.20 2 0.823242 0.27 0.82 0.05 0.12 2 0.794434 0.90 0.58 0.05 0.11 11 0.787435 0.41 0.49 0.09 0.13 0 0.780599 0.19 0.64 0.04 0.08 0 0.770508 0.86 0.92 0.05 0.12 3 0.768229 0.16 0.89 0.08 0.15 10 0.751790 0.48 0.36 0.08 0.11 0 0.740885 0.13 0.65 0.03 0.08 7 0.707357 0.31 0.48 0.04 0.07 0 0.704101 0.38 0.44 0.02 0.05 4 0.615641 0.31 0.72 0.06 0.11 0 0.445801 0.22 0.52 0.03 0.06 0 0.395671 0.84 0.51 0.03 0.06 2 0.263997 0.79 0.44 0.02 0.05 2 0.257813 0.29 0.44 0.02 0.05 10 0.166829 0.05 0.87 0.10 0.26 1 0.111491 0.09 0.95 0.03 0.08
CCTV01^20260318-110000-20260318-120000_000138,3 0.856282 0.52 0.88 0.07 0.19 3 0.854818 0.78 0.78 0.07 0.14 3 0.850586 0.22 0.78 0.06 0.11 9 0.842611 0.30 0.84 0.10 0.20 0 0.800619 0.14 0.73 0.03 0.09 0 0.787272 0.22 0.69 0.04 0.08 1 0.786621 0.28 0.62 0.03 0.07 0 0.780437 0.23 0.57 0.03 0.07 0 0.769857 0.88 0.71 0.04 0.09 0 0.768555 0.85 0.64 0.04 0.08 3 0.760905 0.71 0.53 0.05 0.08 2 0.730631 0.92 0.74 0.04 0.10 1 0.676758 0.93 0.83 0.04 0.09 10 0.660970 0.39 0.42 0.11 0.14 0 0.614258 0.96 0.79 0.05 0.12 6 0.571696 0.41 0.49 0.11 0.13 9 0.501709 0.81 0.49 0.06 0.13 0 0.334934 0.21 0.53 0.03 0.06 0 0.330485 0.99 0.76 0.02 0.10 1 0.291829 0.34 0.62 0.03 0.06 0 0.247233 0.33 0.62 0.03 0.06 0 0.231771 0.79 0.44 0.02 0.05 0 0.229004 0.90 0.60 0.04 0.08 3 0.196126 0.39 0.57 0.05 0.06 10 0.183431 0.40 0.48 0.11 0.13
CCTV01^20260318-110000-20260318-120000_000142,3 0.877767 0.25 0.78 0.06 0.11 10 0.877116 0.34 0.53 0.13 0.19 3 0.854004 0.52 0.88 0.07 0.19 2 0.848796 0.31 0.76 0.04 0.10 3 0.823731 0.31 0.68 0.06 0.09 3 0.787435 0.87 0.68 0.06 0.12 0 0.786621 0.82 0.60 0.03 0.09 0 0.784505 0.18 0.64 0.03 0.09 3 0.762533 0.90 0.82 0.10 0.19 0 0.747559 0.32 0.84 0.04 0.10 1 0.718750 0.72 0.57 0.02 0.06 1 0.705078 0.72 0.67 0.03 0.08 0 0.681641 0.89 0.56 0.03 0.07 0 0.657389 0.79 0.47 0.02 0.06 0 0.643555 0.85 0.49 0.03 0.06 0 0.555339 0.30 0.42 0.02 0.05 0 0.530599 0.36 0.39 0.02 0.04 3 0.516113 0.51 0.40 0.03 0.04 0 0.515951 0.27 0.88 0.04 0.11 1 0.477051 0.81 0.51 0.02 0.06 0 0.458822 0.32 0.95 0.06 0.09 0 0.398275 0.98 0.65 0.04 0.08 2 0.341960 0.03 0.74 0.06 0.10 9 0.241699 0.45 0.46 0.06 0.09 3 0.217122 0.48 0.43 0.04 0.05 1 0.211100 0.42 0.42 0.02 0.04 9 0.165365 0.75 0.88 0.08 0.23 0 0.124756 0.22 0.96 0.05 0.08 0 0.118001 0.24 0.45 0.03 0.05 11 0.110433 0.45 0.46 0.06 0.09 0 0.100016 0.83 0.47 0.02 0.05 1 0.071126 0.51 0.42 0.02 0.04
CCTV01^20260318-110000-20260318-120000_000146,10 0.874511 0.16 0.53 0.09 0.18 10 0.851075 0.43 0.42 0.08 0.13 3 0.844563 0.52 0.88 0.07 0.19 2 0.829265 0.28 0.59 0.04 0.08 3 0.815267 0.24 0.69 0.06 0.09 0 0.814616 0.35 0.88 0.06 0.11 5 0.812337 0.34 0.61 0.07 0.11 3 0.805664 0.15 0.85 0.09 0.14 0 0.803223 0.89 0.87 0.04 0.12 0 0.799642 0.36 0.52 0.02 0.06 0 0.798828 0.31 0.52 0.03 0.07 0 0.783040 0.06 0.86 0.04 0.10 0 0.777832 0.12 0.77 0.05 0.10 0 0.723958 0.82 0.50 0.02 0.06 0 0.717285 0.80 0.51 0.02 0.06 0 0.716146 0.24 0.87 0.04 0.13 1 0.709798 0.39 0.51 0.02 0.05 10 0.704590 0.68 0.40 0.05 0.15 2 0.671061 0.32 0.42 0.03 0.05 0 0.661946 0.36 0.42 0.02 0.05 2 0.655599 0.28 0.44 0.02 0.05 3 0.655110 0.47 0.47 0.04 0.06 7 0.613810 0.96 0.93 0.08 0.13 0 0.601563 0.27 0.46 0.02 0.05 1 0.589193 0.77 0.45 0.02 0.05 3 0.586426 0.49 0.43 0.03 0.05 4 0.574463 0.68 0.51 0.04 0.07 0 0.389866 0.89 0.59 0.03 0.07 9 0.345052 0.30 0.76 0.07 0.17 1 0.300537 0.02 0.87 0.03 0.07 7 0.280436 0.30 0.76 0.07 0.18 1 0.242025 0.78 0.57 0.02 0.06 0 0.231445 0.98 0.84 0.04 0.10 0 0.205485 0.82 0.46 0.02 0.05 4 0.180339 0.30 0.76 0.06 0.17 1 0.164795 0.60 0.45 0.02 0.05 0 0.155843 0.35 0.42 0.02 0.04 1 0.138753 0.71 0.96 0.03 0.08 1 0.102702 0.04 0.93 0.05 0.10 0 0.091227 0.04 0.93 0.04 0.09 7 0.065592 0.68 0.51 0.04 0.07
CCTV01^20260318-110000-20260318-120000_000150,3 0.878906 0.52 0.88 0.07 0.19 10 0.845052 0.19 0.45 0.09 0.15 3 0.836426 0.73 0.64 0.07 0.12 3 0.836426 0.29 0.64 0.07 0.09 0 0.829264 0.28 0.55 0.03 0.07 3 0.799316 0.90 0.78 0.09 0.14 3 0.798177 0.44 0.42 0.04 0.05 0 0.795410 0.30 0.50 0.02 0.05 10 0.768880 0.83 0.84 0.15 0.32 0 0.764323 0.82 0.51 0.02 0.06 0 0.746420 0.86 0.56 0.03 0.07 0 0.700846 0.22 0.50 0.03 0.06 3 0.690755 0.48 0.41 0.04 0.05 0 0.680827 0.95 0.65 0.04 0.08 1 0.630697 0.69 0.70 0.02 0.08 0 0.601237 0.78 0.46 0.02 0.05 3 0.571493 0.05 0.94 0.09 0.11 0 0.570638 0.99 0.67 0.03 0.08 0 0.570312 0.27 0.45 0.02 0.05 0 0.528646 0.34 0.41 0.02 0.05 0 0.526258 0.30 0.45 0.02 0.05 0 0.485677 0.91 0.63 0.03 0.08 10 0.464437 0.06 0.75 0.12 0.28 1 0.430745 0.72 0.88 0.03 0.11 0 0.375163 0.38 0.40 0.02 0.05 1 0.230143 0.83 0.64 0.02 0.06 1 0.111817 0.68 0.39 0.01 0.05 2 0.076497 0.91 0.63 0.03 0.09
CCTV01^20260318-110000-20260318-120000_000154,3 0.883138 0.52 0.88 0.07 0.19 10 0.852702 0.38 0.45 0.13 0.15 3 0.811035 0.39 0.55 0.06 0.07 0 0.805013 0.23 0.78 0.04 0.10 0 0.803386 0.13 0.72 0.04 0.08 0 0.800456 0.74 0.70 0.03 0.09 0 0.799642 0.20 0.63 0.04 0.07 0 0.770020 0.28 0.87 0.04 0.13 0 0.766276 0.31 0.68 0.03 0.09 1 0.753418 0.15 0.80 0.04 0.08 0 0.731934 0.28 0.50 0.03 0.06 0 0.716797 0.32 0.54 0.02 0.07 0 0.696615 0.86 0.64 0.03 0.08 0 0.677084 0.92 0.67 0.05 0.10 0 0.650553 0.86 0.51 0.02 0.06 10 0.649034 0.21 0.43 0.11 0.14 0 0.555339 0.63 0.51 0.03 0.06 1 0.472005 0.47 0.47 0.02 0.05 0 0.418945 0.88 0.58 0.02 0.06 0 0.361979 0.15 0.91 0.07 0.15 4 0.350261 0.27 0.66 0.08 0.12 6 0.328939 0.82 0.87 0.11 0.26 0 0.302653 0.96 0.65 0.03 0.07 7 0.297038 0.27 0.66 0.08 0.12 0 0.252658 0.99 0.68 0.02 0.09 0 0.249349 0.18 0.58 0.04 0.07 2 0.236328 0.15 0.91 0.06 0.13 1 0.215007 0.90 0.54 0.03 0.05 0 0.192871 0.36 0.53 0.02 0.06 0 0.177246 0.19 0.54 0.03 0.06 0 0.176269 0.07 0.67 0.03 0.08 1 0.159587 0.88 0.89 0.02 0.09 0 0.147868 0.02 0.70 0.04 0.09 1 0.134521 0.02 0.72 0.04 0.07 1 0.108236 0.07 0.71 0.02 0.05
CCTV01^20260318-110000-20260318-120000_000158,3 0.897786 0.32 0.59 0.07 0.08 10 0.893555 0.21 0.43 0.11 0.14 3 0.863444 0.20 0.75 0.09 0.13 3 0.846517 0.52 0.88 0.07 0.19 0 0.827311 0.28 0.54 0.02 0.07 0 0.813151 0.24 0.66 0.04 0.08 0 0.810058 0.90 0.79 0.04 0.11 0 0.798015 0.30 0.76 0.03 0.10 0 0.786133 0.70 0.79 0.04 0.10 2 0.767253 0.80 0.47 0.03 0.06 0 0.753418 0.30 0.46 0.02 0.05 0 0.738607 0.25 0.52 0.02 0.06 1 0.721354 0.73 0.64 0.03 0.08 0 0.678711 0.83 0.50 0.02 0.06 0 0.610026 0.89 0.57 0.03 0.07 0 0.604004 0.31 0.93 0.06 0.12 0 0.574273 0.82 0.54 0.02 0.07 10 0.434245 0.07 0.74 0.13 0.28 7 0.383220 0.80 0.86 0.07 0.18 1 0.348063 0.11 0.76 0.03 0.08 1 0.297038 0.79 0.76 0.03 0.09 0 0.294433 0.30 0.42 0.02 0.05 0 0.137044 0.93 0.59 0.03 0.07 4 0.134521 0.80 0.86 0.07 0.19 0 0.118897 0.11 0.76 0.03 0.08
CCTV01^20260318-110000-20260318-120000_000162,3 0.888509 0.53 0.88 0.07 0.19 3 0.872233 0.26 0.85 0.07 0.13 2 0.868978 0.85 0.49 0.05 0.09 10 0.860677 0.15 0.58 0.15 0.21 0 0.805176 0.77 0.85 0.04 0.12 0 0.803548 0.89 0.74 0.05 0.10 0 0.799154 0.81 0.86 0.04 0.12 2 0.770020 0.93 0.72 0.05 0.10 0 0.753581 0.31 0.89 0.05 0.12 5 0.741048 0.67 0.44 0.04 0.08 0 0.729329 0.84 0.93 0.04 0.12 0 0.720215 0.34 0.47 0.02 0.05 0 0.719889 0.85 0.64 0.03 0.08 0 0.703939 0.82 0.51 0.02 0.06 1 0.695475 0.34 0.56 0.02 0.05 1 0.691569 0.78 0.56 0.02 0.06 10 0.641059 0.21 0.43 0.11 0.13 10 0.632812 0.04 0.75 0.08 0.30 0 0.557780 0.87 0.58 0.03 0.06 0 0.555339 0.89 0.57 0.02 0.06 9 0.554037 0.29 0.66 0.05 0.14 0 0.552571 0.33 0.43 0.02 0.05 0 0.492269 0.33 0.38 0.02 0.04 0 0.403158 0.80 0.48 0.02 0.06 0 0.335937 0.29 0.43 0.02 0.05 1 0.311198 0.33 0.63 0.03 0.07 1 0.260254 0.30 0.60 0.02 0.06 0 0.234212 0.33 0.53 0.03 0.06 0 0.188639 0.79 0.45 0.02 0.05 0 0.157715 0.89 0.58 0.03 0.07
CCTV01^20260318-110000-20260318-120000_000166,3 0.871907 0.52 0.88 0.07 0.19 5 0.869466 0.68 0.55 0.05 0.11 5 0.851888 0.74 0.72 0.07 0.16 10 0.850260 0.21 0.50 0.13 0.16 2 0.832031 0.77 0.87 0.05 0.14 3 0.825032 0.32 0.49 0.05 0.06 3 0.817057 0.40 0.51 0.06 0.07 0 0.788086 0.31 0.90 0.05 0.11 0 0.758138 0.94 0.71 0.03 0.09 2 0.757975 0.86 0.55 0.04 0.10 0 0.756999 0.37 0.45 0.02 0.05 1 0.732096 0.86 0.69 0.03 0.08 1 0.702637 0.10 0.86 0.03 0.09 0 0.694173 0.91 0.66 0.04 0.08 3 0.676269 0.64 0.42 0.03 0.06 0 0.664713 0.32 0.44 0.02 0.05 0 0.652995 0.26 0.94 0.05 0.10 10 0.615560 0.21 0.43 0.11 0.14 10 0.608724 0.22 0.71 0.09 0.30 10 0.595866 0.04 0.73 0.07 0.29 0 0.588705 0.89 0.57 0.03 0.07 0 0.582520 0.15 0.69 0.03 0.08 0 0.549804 0.83 0.48 0.03 0.06 0 0.406169 0.26 0.57 0.03 0.06 0 0.330159 0.79 0.43 0.02 0.05 0 0.262614 0.85 0.51 0.02 0.06 1 0.173177 0.30 0.43 0.02 0.04 0 0.147542 0.30 0.43 0.02 0.04 1 0.144043 0.86 0.64 0.03 0.06 10 0.137044 0.67 0.33 0.05 0.11 0 0.100260 0.86 0.63 0.03 0.06 0 0.080241 0.93 0.58 0.03 0.07
CCTV01^20260318-110000-20260318-120000_000170,10 0.892741 0.74 0.48 0.09 0.19 3 0.877279 0.52 0.88 0.07 0.19 10 0.874186 0.24 0.46 0.11 0.15 3 0.855957 0.23 0.65 0.06 0.08 5 0.853190 0.20 0.80 0.08 0.16 2 0.853190 0.32 0.77 0.04 0.11 2 0.837728 0.33 0.58 0.03 0.08 10 0.836589 0.36 0.40 0.08 0.13 3 0.823405 0.40 0.50 0.05 0.06 3 0.822754 0.46 0.45 0.04 0.05 3 0.821615 0.77 0.93 0.06 0.13 3 0.818197 0.28 0.66 0.07 0.10 1 0.797852 0.35 0.95 0.03 0.08 0 0.783366 0.87 0.73 0.04 0.10 1 0.747233 0.76 0.75 0.03 0.09 0 0.743652 0.27 0.76 0.03 0.10 0 0.741211 0.29 0.58 0.03 0.07 1 0.720703 0.72 0.59 0.02 0.06 10 0.714355 0.21 0.43 0.10 0.14 1 0.708821 0.91 0.74 0.03 0.08 0 0.708008 0.94 0.70 0.03 0.09 0 0.706706 0.82 0.50 0.02 0.06 1 0.681152 0.66 0.54 0.02 0.06 0 0.678548 0.27 0.52 0.03 0.06 0 0.675781 0.97 0.82 0.05 0.11 1 0.631185 0.34 0.65 0.02 0.07 0 0.623372 0.86 0.56 0.03 0.08 0 0.571126 0.23 0.54 0.03 0.06 0 0.564453 0.98 0.72 0.04 0.09 1 0.496257 0.66 0.48 0.02 0.05 0 0.467122 0.91 0.63 0.04 0.07 1 0.451335 0.80 0.49 0.01 0.05 0 0.414062 0.90 0.58 0.03 0.06 1 0.408284 0.49 0.41 0.02 0.04 0 0.359294 0.16 0.63 0.03 0.07 1 0.347656 0.44 0.40 0.02 0.04 0 0.198730 0.86 0.49 0.03 0.06 3 0.175293 0.52 0.37 0.03 0.04 10 0.161947 0.02 0.68 0.04 0.29 7 0.129557 0.01 0.88 0.02 0.16 0 0.106527 0.08 0.65 0.03 0.06 1 0.080729 0.84 0.60 0.02 0.06
