image_id,PredictionString
CCTV01^20260318-110000-20260318-120000_000134,7 0.978516 0.309095 0.479879 0.03766 0.075142 10 0.943359 0.815304 0.598469 0.146635 0.261752 3 0.917969 0.52484 0.879986 0.064103 0.191595 2 0.891602 0.326522 0.821225 0.047276 0.11396 0 0.874023 0.864583 0.923077 0.041667 0.111111 3 0.871582 0.157552 0.893162 0.079527 0.155271 0 0.864258 0.186348 0.645655 0.040765 0.074074 4 0.861328 0.307492 0.713319 0.05609 0.111823 10 0.856934 0.482372 0.357906 0.077724 0.104701 2 0.831055 0.901843 0.574964 0.050481 0.105769 2 0.820801 0.274639 0.826567 0.042869 0.117521 0 0.766113 0.221955 0.522258 0.028846 0.059473 0 0.686035 0.376202 0.436966 0.021234 0.055556 0 0.672363 0.420673 0.948006 0.048077 0.103989 11 0.666992 0.409856 0.48985 0.082532 0.125 2 0.607422 0.321514 0.517806 0.036458 0.064103 0 0.451416 0.135016 0.646724 0.035657 0.080484
CCTV01^20260318-110000-20260318-120000_000138,9 0.929199 0.302183 0.841168 0.090745 0.19943 3 0.924316 0.52524 0.879986 0.065705 0.188746 3 0.920898 0.216196 0.782051 0.059996 0.108262 3 0.92041 0.782051 0.778312 0.065705 0.139957 0 0.913086 0.880609 0.711716 0.033654 0.095085 0 0.892578 0.958734 0.792735 0.045673 0.119658 1 0.881836 0.930288 0.831909 0.033654 0.08547 2 0.86084 0.915064 0.741097 0.038461 0.097578 0 0.830078 0.226863 0.572293 0.02504 0.061966 1 0.820801 0.283353 0.616631 0.026242 0.059473 0 0.800781 0.223057 0.682692 0.033454 0.077635 0 0.78418 0.852564 0.640135 0.036859 0.082977 1 0.638672 0.335737 0.619658 0.027244 0.060541 0 0.633301 0.13116 0.97151 0.0626 0.05698 3 0.581543 0.71274 0.530093 0.040865 0.073718 10 0.562012 0.392829 0.41818 0.106971 0.136574 0 0.552734 0.210186 0.525997 0.02474 0.054131 0 0.546875 0.988782 0.765848 0.022436 0.093661 3 0.525391 0.39363 0.568376 0.042869 0.059829 0 0.490234 0.141927 0.725783 0.032252 0.098291 9 0.445557 0.814103 0.5 0.057692 0.112536 1 0.403564 0.664062 0.433583 0.018029 0.050926 0 0.348633 0.901442 0.5974 0.033654 0.077279 0 0.259766 0.961939 0.801282 0.040865 0.105413 6 0.256836 0.404848 0.485043 0.102163 0.127493 3 0.226074 0.71254 0.529915 0.041266 0.074074
CCTV01^20260318-110000-20260318-120000_000142,10 0.961914 0.34355 0.532407 0.127003 0.183761 2 0.944824 0.308393 0.75641 0.038662 0.096866 3 0.925781 0.898237 0.812144 0.097756 0.179131 9 0.918945 0.448918 0.460826 0.055689 0.082621 3 0.918457 0.52524 0.880698 0.066506 0.188746 3 0.909668 0.869792 0.678419 0.055289 0.118946 3 0.901855 0.314704 0.681446 0.058894 0.082977 3 0.901855 0.252003 0.78312 0.059295 0.118946 0 0.901855 0.326122 0.957621 0.056891 0.084758 0 0.894043 0.817708 0.60292 0.026442 0.081909 0 0.859863 0.893429 0.556802 0.028846 0.06161 0 0.837402 0.852564 0.488426 0.024039 0.055912 1 0.827637 0.720953 0.663818 0.023638 0.078348 0 0.822266 0.177935 0.646367 0.031951 0.089031 1 0.818848 0.720353 0.571937 0.019231 0.061254 0 0.760742 0.979567 0.655805 0.032853 0.083689 0 0.704102 0.265925 0.866809 0.039062 0.118234 1 0.684082 0.80629 0.514423 0.018029 0.051638 0 0.656738 0.787861 0.470976 0.020433 0.058761 0 0.615234 0.299279 0.42646 0.021234 0.05235 1 0.414795 0.42488 0.417557 0.016426 0.042379 0 0.327637 0.265925 0.865741 0.038261 0.114672 9 0.289307 0.747796 0.880698 0.074119 0.234331 7 0.227417 0.747195 0.879986 0.072917 0.234331 0 0.151001 0.321114 0.848291 0.039263 0.095442
CCTV01^20260318-110000-20260318-120000_000146,2 0.9375 0.280048 0.589387 0.036859 0.076211 3 0.9375 0.239383 0.688746 0.05649 0.089744 3 0.927246 0.52484 0.879986 0.066506 0.188746 3 0.926758 0.494391 0.427707 0.032051 0.049145 10 0.91748 0.431891 0.420317 0.080128 0.128739 3 0.913574 0.465345 0.468127 0.038061 0.055199 3 0.912598 0.148638 0.854345 0.084535 0.131766 5 0.883301 0.343349 0.610221 0.075321 0.105057 0 0.875 0.363982 0.521189 0.021234 0.059473 1 0.872559 0.386819 0.510684 0.018029 0.051994 0 0.861328 0.311198 0.519765 0.023838 0.066595 10 0.842773 0.677284 0.400463 0.050881 0.145655 2 0.84082 0.323117 0.422721 0.024439 0.049145 0 0.835449 0.797476 0.509615 0.022035 0.062678 0 0.825684 0.354868 0.417201 0.025441 0.057336 0 0.819824 0.236979 0.867521 0.039663 0.111111 0 0.809082 0.353766 0.879986 0.055689 0.106125 0 0.803223 0.822316 0.501781 0.020433 0.056268 2 0.790527 0.284756 0.437144 0.021835 0.049501 0 0.78418 0.888221 0.87037 0.040865 0.125356 1 0.778809 0.770833 0.45584 0.017628 0.049145 10 0.770508 0.157352 0.529202 0.088542 0.181624 0 0.762207 0.124424 0.768518 0.044421 0.098291 0 0.71875 0.266426 0.457621 0.023638 0.05057 0 0.622559 0.062099 0.859687 0.040465 0.10114 1 0.594727 0.601562 0.44765 0.015625 0.044872 0 0.462891 0.97476 0.837251 0.036058 0.083333 7 0.393311 0.682893 0.511752 0.03726 0.069801 0 0.310791 0.892628 0.586004 0.028846 0.071581 7 0.26123 0.955929 0.932692 0.086538 0.134615 0 0.155029 0.930288 0.588141 0.028846 0.070869 7 0.151978 0.296975 0.75641 0.060296 0.162393
CCTV01^20260318-110000-20260318-120000_000150,3 0.94873 0.439703 0.421296 0.040465 0.05057 3 0.939453 0.285357 0.644231 0.067508 0.086895 3 0.936523 0.89984 0.780805 0.081731 0.126424 3 0.927734 0.52484 0.880342 0.067308 0.189459 3 0.924805 0.729167 0.637286 0.068109 0.107906 10 0.915039 0.834535 0.844551 0.151442 0.310897 3 0.907227 0.484175 0.410969 0.036458 0.048433 0 0.870605 0.954728 0.652956 0.034455 0.077279 0 0.868652 0.986378 0.676104 0.027244 0.083689 0 0.86084 0.276042 0.555199 0.02524 0.070513 0 0.85498 0.296174 0.501068 0.021434 0.051282 0 0.832031 0.223958 0.504095 0.025641 0.055912 1 0.823242 0.688502 0.699074 0.023638 0.066239 0 0.799316 0.778245 0.454416 0.022837 0.051282 0 0.790527 0.862179 0.559295 0.028846 0.063746 0 0.789062 0.299579 0.447471 0.023037 0.049501 0 0.764648 0.270232 0.450855 0.022035 0.049145 0 0.762207 0.913862 0.62963 0.032853 0.07265 0 0.730957 0.820112 0.508369 0.02484 0.062322 0 0.72168 0.340445 0.406695 0.021835 0.046296 1 0.640625 0.719752 0.886396 0.033253 0.113248 0 0.53125 0.382312 0.402066 0.019431 0.045584 11 0.519531 0.192959 0.451389 0.085637 0.144943 10 0.492188 0.192859 0.450855 0.085036 0.143875 3 0.342529 0.048603 0.941239 0.097206 0.116097 1 0.156128 0.721755 0.889245 0.038061 0.123219
CCTV01^20260318-110000-20260318-120000_000154,10 0.950195 0.376102 0.449608 0.123598 0.146368 3 0.92627 0.524639 0.87963 0.066106 0.18661 3 0.909668 0.389724 0.553597 0.057893 0.070157 0 0.888184 0.277544 0.498576 0.029447 0.06339 10 0.88623 0.208984 0.434117 0.099259 0.134615 0 0.885742 0.740785 0.704238 0.030449 0.097222 5 0.882324 0.266827 0.656695 0.072917 0.118234 0 0.863281 0.203976 0.634437 0.032752 0.065883 1 0.852051 0.14984 0.803419 0.034655 0.076923 0 0.84375 0.860176 0.633725 0.034455 0.087963 0 0.805664 0.179487 0.582443 0.032853 0.066595 0 0.799316 0.277244 0.871083 0.040064 0.118234 0 0.78125 0.320913 0.539174 0.023638 0.064815 0 0.774414 0.128055 0.716346 0.042768 0.084402 0 0.767578 0.955529 0.646902 0.03125 0.075142 0 0.764648 0.149289 0.907407 0.060196 0.125356 1 0.71875 0.627404 0.505342 0.024038 0.058405 0 0.692871 0.989183 0.678063 0.021635 0.078348 0 0.658203 0.308894 0.685007 0.032051 0.085114 1 0.640625 0.875401 0.883191 0.02484 0.103989 0 0.598145 0.922676 0.672187 0.040865 0.095798 0 0.554688 0.022248 0.702101 0.036684 0.077279 6 0.541016 0.822115 0.871795 0.11218 0.25641 0 0.527344 0.860176 0.513533 0.018429 0.062678 0 0.505859 0.360377 0.527956 0.022436 0.06161 0 0.458984 0.875 0.58084 0.020833 0.054131 0 0.455078 0.233173 0.775285 0.039263 0.09188 1 0.381104 0.471154 0.468661 0.016827 0.052707 0 0.334473 0.189904 0.542379 0.030248 0.06339 0 0.203125 0.921875 0.669694 0.039263 0.093661 0 0.162354 0.924279 0.675748 0.039263 0.091524
CCTV01^20260318-110000-20260318-120000_000158,3 0.922852 0.52504 0.880698 0.065305 0.188746 3 0.921387 0.198367 0.745014 0.083233 0.119658 0 0.916016 0.311198 0.931268 0.057893 0.123219 3 0.901367 0.32502 0.589031 0.065905 0.07265 7 0.898438 0.802083 0.862179 0.064103 0.17735 10 0.895508 0.207833 0.433583 0.097155 0.132123 2 0.871582 0.797075 0.467771 0.026042 0.055199 0 0.86084 0.282151 0.540954 0.023437 0.069088 0 0.85791 0.235877 0.658832 0.033854 0.087607 0 0.852051 0.296975 0.465634 0.020633 0.051638 0 0.847168 0.817909 0.539708 0.026042 0.066595 0 0.842773 0.246695 0.518519 0.023037 0.064815 0 0.79834 0.896234 0.786325 0.044071 0.108262 0 0.775879 0.300681 0.765848 0.032452 0.09651 1 0.760742 0.78726 0.758013 0.027244 0.072294 1 0.757812 0.734375 0.638177 0.025641 0.074074 0 0.615234 0.825521 0.491097 0.020433 0.051282 0 0.615234 0.894231 0.565527 0.020833 0.055556 0 0.529297 0.93109 0.59099 0.030449 0.07443 10 0.351318 0.059896 0.737357 0.119792 0.258903 0 0.345215 0.397236 0.971154 0.062901 0.057692 1 0.243652 0.112205 0.756944 0.028996 0.082977 0 0.225464 0.297977 0.415954 0.021034 0.04416 0 0.219971 0.705128 0.79131 0.038462 0.092593
CCTV01^20260318-110000-20260318-120000_000162,10 0.950195 0.150942 0.576389 0.154848 0.206197 0 0.938477 0.310998 0.893518 0.046675 0.121795 3 0.925781 0.524639 0.881054 0.066106 0.189459 3 0.922363 0.258614 0.845798 0.065304 0.124644 0 0.913086 0.805689 0.85755 0.03766 0.125356 5 0.90332 0.674479 0.446047 0.039663 0.08084 0 0.898926 0.89383 0.737536 0.045673 0.106125 10 0.895508 0.208634 0.429309 0.099559 0.124288 0 0.892578 0.839744 0.930199 0.043269 0.119658 0 0.885742 0.848157 0.639245 0.03125 0.088319 9 0.864258 0.291767 0.660613 0.049479 0.126781 0 0.806641 0.335236 0.470264 0.021034 0.048789 0 0.804199 0.767027 0.852208 0.035657 0.124644 10 0.803223 0.039901 0.750712 0.079552 0.293447 1 0.791992 0.779247 0.56339 0.023237 0.064103 2 0.786621 0.926282 0.724003 0.044872 0.099003 2 0.785156 0.849359 0.489138 0.044872 0.082265 0 0.769043 0.326923 0.426816 0.01883 0.048077 0 0.769043 0.335236 0.526709 0.025841 0.059117 1 0.764648 0.344351 0.559651 0.023638 0.051638 0 0.749023 0.815505 0.506944 0.024439 0.062322 0 0.680664 0.89383 0.570157 0.023237 0.066239 0 0.677246 0.872997 0.584758 0.029647 0.070513
CCTV01^20260318-110000-20260318-120000_000166,10 0.95166 0.208684 0.510862 0.119892 0.172009 3 0.938965 0.400441 0.505342 0.053285 0.070513 3 0.926758 0.524639 0.879986 0.065305 0.188746 2 0.922852 0.861779 0.553063 0.039263 0.095442 3 0.908203 0.323317 0.491987 0.044471 0.058761 5 0.906738 0.677684 0.556446 0.047676 0.113604 5 0.906738 0.736378 0.722934 0.067308 0.156695 3 0.901855 0.636819 0.423255 0.029247 0.054487 1 0.898438 0.103265 0.85933 0.031851 0.084758 0 0.885742 0.310797 0.896011 0.045072 0.099715 1 0.874023 0.261719 0.576745 0.024639 0.060185 10 0.874023 0.209335 0.43287 0.102163 0.134259 2 0.872559 0.769431 0.875356 0.046875 0.12963 0 0.869629 0.366987 0.453704 0.019231 0.055556 0 0.868164 0.94351 0.710114 0.039263 0.098291 0 0.847168 0.152594 0.68198 0.030148 0.077635 1 0.84082 0.855369 0.69391 0.03125 0.082265 10 0.81543 0.216797 0.707265 0.084836 0.30057 0 0.766113 0.911058 0.661325 0.035256 0.086182 0 0.733887 0.824719 0.485399 0.02524 0.061966 0 0.720215 0.322917 0.439993 0.020032 0.050214 10 0.658203 0.035231 0.731481 0.070262 0.279202 0 0.644043 0.26252 0.939815 0.046274 0.101852 0 0.560059 0.893429 0.56802 0.024038 0.060541 0 0.486328 0.849359 0.502849 0.022436 0.051994 0 0.182373 0.863782 0.639779 0.033654 0.063746 0 0.163452 0.995593 0.918091 0.008814 0.111111
CCTV01^20260318-110000-20260318-120000_000170,10 0.932617 0.207582 0.443554 0.104868 0.157764 3 0.932129 0.461739 0.447471 0.036458 0.050926 10 0.931152 0.238381 0.4651 0.104968 0.145299 3 0.921875 0.524639 0.879986 0.066106 0.188746 10 0.921387 0.741186 0.483974 0.092147 0.190171 3 0.919434 0.766026 0.932336 0.064103 0.135328 10 0.918945 0.362881 0.39708 0.072716 0.118946 3 0.915039 0.278546 0.659366 0.064704 0.095085 3 0.912598 0.39984 0.497863 0.052083 0.058405 3 0.908691 0.230819 0.647792 0.063201 0.081197 1 0.901367 0.764824 0.746795 0.029647 0.09188 2 0.889648 0.325521 0.581731 0.029247 0.075855 1 0.868164 0.718349 0.594551 0.023237 0.06802 1 0.859863 0.913862 0.746439 0.026442 0.079772 0 0.85791 0.290164 0.579772 0.024639 0.061966 1 0.855957 0.353165 0.956909 0.029647 0.076211 0 0.824219 0.233674 0.538283 0.029848 0.057336 0 0.820801 0.854567 0.555377 0.028045 0.065883 1 0.818848 0.33764 0.654736 0.021434 0.06161 0 0.805664 0.936298 0.69765 0.03125 0.089031 2 0.792969 0.320212 0.770833 0.041466 0.102208 0 0.786621 0.272736 0.514601 0.025441 0.058405 1 0.782715 0.663462 0.537927 0.020032 0.059473 5 0.763672 0.203626 0.798967 0.074319 0.152778 1 0.759277 0.655449 0.482194 0.020032 0.051994 0 0.751953 0.821114 0.500178 0.021234 0.055912 0 0.740234 0.271735 0.761218 0.035457 0.092949 10 0.726562 0.019168 0.672721 0.038336 0.247151 0 0.649414 0.155449 0.628027 0.028646 0.064459 1 0.611328 0.801282 0.491631 0.015224 0.048789 0 0.571777 0.91266 0.620192 0.043269 0.070869 0 0.533203 0.975561 0.819444 0.048878 0.111823 1 0.525391 0.442909 0.399038 0.015625 0.037393 0 0.498047 0.857372 0.488426 0.027244 0.054487 0 0.44165 0.872195 0.73255 0.03766 0.097578 1 0.37207 0.486779 0.409366 0.027244 0.03953 0 0.295898 0.981971 0.721332 0.034455 0.081553 0 0.284668 0.896635 0.575142 0.022436 0.060541 0 0.201172 0.975962 0.819088 0.048077 0.112536 1 0.162354 0.846955 0.606481 0.030449 0.064815
CCTV01^20260318-110000-20260318-120000_000174,6 0.944336 0.829127 0.469551 0.072516 0.142806 10 0.941895 0.18765 0.605413 0.177183 0.233618 10 0.931152 0.252454 0.446937 0.117288 0.131054 3 0.928223 0.524439 0.880698 0.066506 0.188746 3 0.924316 0.339844 0.577991 0.047877 0.069801 10 0.910645 0.208484 0.430912 0.09986 0.131054 0 0.891602 0.036133 0.915598 0.049529 0.104701 1 0.883301 0.709135 0.822293 0.028045 0.097578 1 0.875 0.759816 0.751959 0.024439 0.082977 0 0.870605 0.983574 0.73255 0.03125 0.087607 2 0.864258 0.923478 0.797721 0.077724 0.10114 1 0.855957 0.714143 0.554131 0.019631 0.057692 0 0.84375 0.334335 0.521546 0.025641 0.057336 3 0.836426 0.768229 0.460292 0.031651 0.058048 0 0.827637 0.32482 0.451567 0.024639 0.058405 3 0.827637 0.276242 0.660969 0.069712 0.081197 1 0.823242 0.299479 0.73433 0.026442 0.07265 1 0.822266 0.433894 0.401353 0.024039 0.039174 1 0.813965 0.79387 0.529024 0.019631 0.055912 0 0.810547 0.290465 0.517806 0.027644 0.062678 0 0.810547 0.767628 0.605947 0.025641 0.076567 0 0.803223 0.248297 0.873219 0.043069 0.105413 0 0.775879 0.377504 0.428241 0.021835 0.050214 1 0.766113 0.476362 0.457265 0.01843 0.054131 1 0.740234 0.294772 0.58458 0.021835 0.059473 0 0.638672 0.354968 0.413105 0.020833 0.047721 2 0.631836 0.489383 0.427172 0.022836 0.05235 0 0.613281 0.740986 0.577101 0.02524 0.067308 1 0.558105 0.595953 0.467058 0.014824 0.037393 2 0.517578 0.36879 0.457443 0.022035 0.055912 0 0.466797 0.185647 0.839031 0.036759 0.066952 1 0.407227 0.191456 0.883547 0.036558 0.077635 0 0.386719 0.896234 0.523504 0.023237 0.058405 10 0.332031 0.055789 0.80698 0.111579 0.27208 0 0.320801 0.36879 0.457443 0.022035 0.055912 0 0.273682 0.767828 0.605591 0.026042 0.075855 0 0.258301 0.952724 0.866097 0.043269 0.108262 3 0.192505 0.276042 0.661325 0.069712 0.081909 0 0.163452 0.248297 0.87037 0.041867 0.10114 0 0.160278 0.930689 0.59099 0.034455 0.073718
